id,name,address,city,level,hechsherId,mashgiachId,kitniyot,expires,status,rabbanutId,notes,lastInspection,lat,lng,foodType,phone,hours
"r_d7f5e911b4b310","בורגר ראנץ'","הקניון האדום","אילת","Mehadrin","h_1cb26ba92e6d2e","m_2ffa32eeeef560","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.551903","34.951061","meat","",""
"r_998173afd90adf","בורגרים","שדרות התמרים 11","אילת","Mehadrin","h_1cb26ba92e6d2e","m_2ffa32eeeef560","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.540674","34.951005","meat","",""
"r_665445b84c4e76","ברכת המזון","שד' התמרים","אילת","Mehadrin","h_1cb26ba92e6d2e","m_2ffa32eeeef560","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.544548","34.9614","meat","",""
"r_391fc97ef58410","קייטרינג חגיגת בשרים","התבונה 16","אילת","Mehadrin","h_1cb26ba92e6d2e","m_02abf4fe1844bd","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.564871","34.945634","meat","",""
"r_60982c816c96e7","אצל טויטו","שד' התמרים","אילת","Mehadrin","h_1cb26ba92e6d2e","m_312a860ddb1e9c","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.555407","34.938073","meat","",""
"r_27afa9801b1e0f","פיטל'ה","שדרות התמרים 37","אילת","Mehadrin","h_1cb26ba92e6d2e","m_312a860ddb1e9c","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.562944","34.950043","meat","",""
"r_3d4fd96f4ff2a0","שניצל קונספט - מרכז עינת","מרכז עינת","אילת","Mehadrin","h_1cb26ba92e6d2e","m_5d555e984bc7d7","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.550104","34.958781","meat","",""
"r_37c82be0ad967c","בורגרס בר - ביג","הסתת 20","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.567193","34.956851","meat","",""
"r_8b43ed6e7195eb","בטעם של קובי","החרש 14","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.563618","34.963672","meat","",""
"r_5c5d196c9f3f5e","המקסיקני ביג","הסתת 20","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.564473","34.958402","meat","",""
"r_5e558f01c67fa4","משהו מתבשל פה","המסגר 4","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.569005","34.955627","meat","",""
"r_6fbb8431216579","ארומה מלכת שבא","קניון מלכת שבא","אילת","Mehadrin","h_1cb26ba92e6d2e","m_62202c251ed2c3","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.553262","34.941291","dairy","",""
"r_263801751b1875","מילאנו","קאפמן 9","אילת","Mehadrin","h_1cb26ba92e6d2e","m_558de56a3d26e4","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.540637","34.966769","dairy","",""
"r_15d9e9c23af602","מיסטר קורן","קניון אייס מול","אילת","Mehadrin","h_1cb26ba92e6d2e","m_558de56a3d26e4","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.564218","34.958639","dairy","",""
"r_fde37c4ccfaa43","קיטצ'ן ביי גרג","פארק הקרח","אילת","Mehadrin","h_1cb26ba92e6d2e","m_558de56a3d26e4","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.557","34.94484","dairy","",""
"r_64da03283b2ab4","ביג אפל פיצה שד' התמרים","שד' התמרים 11","אילת","Mehadrin","h_1cb26ba92e6d2e","m_2ffa32eeeef560","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.540282","34.968766","dairy","",""
"r_e86f1ef617f4d4","פיצה ביס (כמעט חינם)","גן בנימין","אילת","Mehadrin","h_1cb26ba92e6d2e","m_2ffa32eeeef560","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.557026","34.942213","dairy","",""
"r_17e0ad5e70f463","עוגה צאגה - חנות המפעל","צופר 1","אילת","Mehadrin","h_1cb26ba92e6d2e","m_f4f6dcd5592fec","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.559439","34.94251","dairy","",""
"r_e398de1e4c3fd9","ריקוטה","משעול דולב 9","אילת","Mehadrin","h_1cb26ba92e6d2e","m_5d555e984bc7d7","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.574057","34.93673","dairy","",""
"r_59e25732202b15","שיבולים - שד' ששת הימים","שדרות ששת הימים 310","אילת","Mehadrin","h_1cb26ba92e6d2e","m_5d555e984bc7d7","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.570688","34.966758","dairy","",""
"r_386bf1627b5647","אלימי קונדיטוריית שף","האורגים 5","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.547294","34.949946","dairy","",""
"r_8ebc351e800cba","ארומה - ביג אילת","הסתת 20","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.561983","34.958769","dairy","",""
"r_d4567b6fa78015","קפה גרג - מתחם ביג","הסתת 20","אילת","Mehadrin","h_1cb26ba92e6d2e","m_6d68bf81be7ac0","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.550521","34.94106","dairy","",""
"r_04a3b0e998344a","שמחה קקס","משעול דולב 9","אילת","Mehadrin","h_1cb26ba92e6d2e","m_5d555e984bc7d7","לא צוין","2026-07-01T00:00:00.000Z","ok","rb_a2cffdca6beacc","מקור: עסקים בכשרות מהדרין  תשפ''ה.pdf | כשרות: כשר למהדרין | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","29.549229","34.96793","pareve","",""
"r_cac3f8b0156ac4","בית מאפה למהדרין","14 אליהו גולומב","אופקים","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.315138","34.607985","dairy","08-9926376",""
"r_fe486ddb4f6c23","קצפת","1 ל""צה","אשדוד","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלדריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.809105","34.649588","pareve","",""
"r_5da9812dc88930","מאפיית הרבי","'בית אל ב.ת.א","בית אל","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.943195","35.216191","dairy","",""
"r_812bf120a925cb","ונפיצה בוא","יון השדרהנק 1 חם פורושנהרב מ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פיצה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.736405","34.997233","dairy","02-5445888",""
"r_5c6268b072edc7","סלטוסט","יון השדרהנק 1 חם פורושנהרב מ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: טוסטים חלבי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.738155","34.981518","dairy","02-5333515",""
"r_0bd871fc091d3e","לטו'ג","יון השדרהנק 1 חם פורושנהרב מ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פרווה /גלידריה חלבי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.765645","34.994723","dairy","052-6425056",""
"r_054509b12e1e51","האופה בוטיק לחם","13 האמוראים","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.741868","35.0022","dairy","",""
"r_b95f6f01bec78f","סושי טוקיו","8 יםניצנ חלנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: סושי פרווה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.759827","34.98244","pareve","076-5403667",""
"r_7da0c130fd78aa","דנגלידל","16 יםניצנ חלנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.736716","34.991608","dairy","",""
"r_da1f69fab68df1","קצפת","48 חל קישוןנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.751315","35.005402","dairy","",""
"r_dbb7d6dc6b8dfd","מאפיית חלת הבית","3 יםניצנ חלנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.747941","34.999732","dairy","",""
"r_1e297eac9fd64d","וופל בר","6 יגאל אלון","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: מסעדה חלבית | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.742872","34.992883","dairy","",""
"r_7194fe1ac4db82","מיסטר מיט","22 ביאניחזקאל ה","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: בשרי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.768015","34.973858","meat","02-6258858",""
"r_1496e8d743938f","מאפיית חלת הבית","2 ונמשה רבי","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.768784","34.972264","dairy","02-5439047",""
"r_32d7f82a44825f","קצפת","6 יגאל אלון","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.755713","34.979468","dairy","",""
"r_b699529f05a4fd","דובי דגים","8 יםניצנ חלנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: דגים | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.746242","35.001945","pareve","02-9990703",""
"r_40e260ce6c56ba","הולי בייגל","19 חל דולבנ","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: מסעדה חלבי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.746131","34.990464","dairy","02-9993121",""
"r_d2cf3313ac6928","וגטיןנ","62 הרב שלמה זלמן אוירבך","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פרווה / מאפייה חלבי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.744218","35.001671","dairy","",""
"r_384d76778bebbb","םנפיצה כמעט חי","10 חלקת יהושע","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פיצה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.752395","35.001905","dairy","02-5661615",""
"r_f7bc4ef1b58faa","מאפיית חלת הבית","24 האומראים 'שד","בית שמש","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.757977","35.004643","dairy","02-6405555",""
"r_601ec941f3b837","היימיש סושי","סת מרדכינכ","ביתר עילית","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: סושי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.710792","35.122024","pareve","052-7164224",""
"r_67845851711570","מאפיית מן הארץ","17 אלעזר המודעי","ביתר עילית","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: חלבי/מאפייה פרוה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.714394","35.115797","dairy","",""
"r_408899010f479c","קצפת","8 ין דודנב","ביתר עילית","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.693004","35.110403","dairy","",""
"r_53b80c7e6ca9b7","יוסלה","14 ן""הר","ביתר עילית","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: בשרי | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.712658","35.128598","meat","02-5950111",""
"r_e3bb97baf1e53c","פיצה האט","4 הרב ברים","ביתר עילית","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פיצה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","31.698237","35.126128","dairy","1700506070",""
"r_ee8f426d6d0b8e","פיצה האט","2 סקינבוטי'ז","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: פיצה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.09707","34.849756","dairy","1700506070",""
"r_b7c69a6de060f6","זיסלק","76 רבי עקיבא","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.076631","34.837547","dairy","",""
"r_f6307acf30f60a","טה קרלונמושיקו מבית מו","72 אלנאברב","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: צליהנש | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.073097","34.820418","pareve","053-4521972",""
"r_1a0746fee490fb","פיצוחי אביב","72 אלנאברב","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: יםנתבלי/פיצוחים | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.069933","34.837156","pareve","",""
"r_6e858f3a387427","טנול'קרייזי צ","7 אבוחצירה","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: טנצול | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.095048","34.843849","pareve","",""
"r_ee7380c8105b80","טייסטי מיט","4 הרב קוק","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: יק בשרינקנ טוסט | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.080123","34.847073","meat","03-8020700",""
"r_9e1322d486b9de","קצפת","מגדל הכשרת היישוב 9 סקינזבוטי","בני ברק","Mehadrin","h_42b135607c3a54","m_import_default","לא צוין","2026-12-31T00:00:00.000Z","ok","rb_542290b9bb4133","מקור: רשימת מסעדות-7.pdf | סיווג: גלידריה | מיקום משוער לפי עיר; ניתן לתקן במפה.","2026-04-17T00:00:00.000Z","32.07415","34.830579","dairy","",""
